,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
308,91,Mace Greens,Lawrence,Davies,60,Head,Single,Male,"Engineer, petroleum",None,Methodist
309,92,Mace Greens,Joshua,Reynolds,67,Head,Widowed,Male,Immunologist,None,None
310,93,Mace Greens,Samuel,White,70,Head,Divorced,Male,Retired Musician,None,None
311,94,Mace Greens,Bethan,Crawford,48,Head,Single,Female,Unemployed,None,None
312,94,Mace Greens,Paula,Crawford,13,Daughter,NA,Female,Student,None,NA
313,94,Mace Greens,Glen,Crawford,9,Son,NA,Male,Student,None,NA
314,95,Mace Greens,Hayley,Evans,18,Head,Single,Female,Student,None,NA
315,95,Mace Greens,Ross,Smith,28,None,Single,Male,"Engineer, agricultural",None,Muslim
316,96,Mace Greens,Kathryn,Green,56,Head,Divorced,Female,Jewellery designer,None,Christian
317,97,Mace Greens,Victor,Blake,70,Head,Widowed,Male,Retired Product/process development scientist,None,Christian
318,98,Mace Greens,Ian,Graham,49,Head,Single,Male,Photographer,None,Catholic
319,99,Mace Greens,Max,Smith,71,Head,Widowed,Male,Retired Teaching laboratory technician,None,Christian
320,99,Mace Greens,Kieran,Smith,2,Grandson,NA,Male,Child,None,NA
321,100,Mace Greens,Jemma,McKenzie,31,Head,Single,Female,Museum/gallery exhibitions officer,None,None
322,100,Mace Greens,Jack,McKenzie,9,Son,NA,Male,Student,None,NA
323,100,Mace Greens,Linda,McKenzie,6,Daughter,NA,Female,Student,None,NA
324,101,Mace Greens,NA,Wilson,NA,Head,Widowed,Female,Insurance underwriter,None,Catholic
325,102,Mace Greens,Victoria,Gardner,64,Head,Married,Female,"Programmer, systems",None,Methodist
326,102,Mace Greens,Iain,Gardner,63,Husband,Married,Male,Insurance account manager,None,Methodist
327,103,Mace Greens,Joanne,Newton,50,Head,NA,Female,Special educational needs teacher,None,Christian
328,103,Mace Greens,Colin,Newton,53,Husband,Married,Male,Sports therapist,None,Christian
329,103,Mace Greens,Lynda,Newton,13,Daughter,NA,Female,Student,None,NA
330,104,Mace Greens,Paige,Page,46,Head,Divorced,Female,"Investment banker, operational",None,None
331,104,Mace Greens,Kathleen,Page,16,Daughter,NA,Female,Student,None,NA
332,105,Mace Greens,John,Gregory,49,Head,Single,Male,Writer,None,None
333,105,Mace Greens,Simon,Williams,49,None,Single,Male,"Engineer, automotive",None,None
334,105,Mace Greens,Samuel,Hughes,55,None,Single,Male,Water engineer,None,Catholic
335,106,Mace Greens,Lindsey,Fisher,25,Head,Single,Female,Unemployed,None,Christian
336,107,Mace Greens,Mohammad,Reynolds,25,Head,Single,Male,"Research officer, trade union",None,Christian
337,108,Mace Greens,Jane,Williams,54,Head,Single,Female,Microbiologist,None,Christian
338,108,Mace Greens,Carolyn,Williams,19,Daughter,Single,Female,University Student,None,None
339,109,Mace Greens,Iain,Field,58,Head,Single,Male,Unemployed,None,Catholic
340,110,Mace Greens,Paula,Slater,56,Head,Single,Female,Air broker,None,None
341,111,Mace Greens,Yvonne,James,54,Head,Single,Female,Fashion designer,None,None
342,111,Mace Greens,Carolyn,James,27,Daughter,Single,Female,Ranger/warden,None,None
343,112,Mace Greens,Alexandra,Rowe,72,Head,Widowed,Female,"Retired Engineer, broadcasting (operations)",None,None
344,113,Mace Greens,Lesley,Cox,36,Head,Divorced,Female,Environmental health practitioner,None,Catholic
345,NA,Mace Greens,Louis,Evans,68,Head,Married,Male,Unemployed,None,None
346,114,Mace Greens,NA,Evans,72,Wife,Married,Female,Retired Museum education officer,None,None
347,115,Mace Greens,Vincent,Lawrence,22,Head,Divorced,Male,University Student,None,Muslim
348,116,Mace Greens,Josh,Lowe,32,Head,Single,Male,Musician,None,Christian
349,116,Mace Greens,Mary,Williams,27,Partner,Single,Female,"Engineer, civil (consulting)",None,Christian
350,117,Mace Greens,Frederick,Dodd,39,Head,Single,Male,"Engineer, building services",None,Methodist
351,117,Mace Greens,Nigel,Dodd,38,Cousin,Single,Male,Drilling engineer,None,Methodist
352,117,Mace Greens,Jane,Cunningham-Dodd,58,Cousin,Single,Female,Computer games developer,None,Methodist
353,118,Mace Greens,Joan,Gibson,29,Head,Married,Female,Acupuncturist,None,Methodist
354,118,Mace Greens,Mohammed,Gibson-Smith,32,Husband,Married,Male,"Scientist, research (physical sciences)",None,Methodist
355,118,Mace Greens,Janet,Gibson-Smith,3,Daughter,NA,Female,Child,None,NA
356,119,Mace Greens,Christine,Hall,66,Head,Widowed,Female,Film/video editor,None,Methodist
357,120,Mace Greens,Alexander,Bailey,23,Head,Divorced,Male,"Surveyor, mining",None,Sikh
358,121,Mace Greens,James,Holmes,40,Head,Divorced,Male,Estate manager/land agent,None,Christian
359,122,Mace Greens,Gillian,Bennett,53,Head,Single,Female,Company secretary,None,None
360,123,Mace Greens,Jason,Miller,55,Head,Single,Male,"Designer, interior/spatial",None,Christian
361,124,Mace Greens,Trevor,Wall,24,Head,Divorced,Male,"Scientist, water quality",None,None
362,125,Mace Greens,Joan,Williams,93,Head,Widowed,Female,Retired Clinical psychologist,None,None
363,126,Mace Greens,Amelia,Dean,71,Head,Married,Female,"Retired Designer, furniture",None,Methodist
364,126,Mace Greens,Barry,Dean,73,Husband,Married,Male,Retired Cytogeneticist,None,None
365,127,Mace Greens,Melissa,Duncan,38,Head,Single,Female,"Lecturer, higher education",None,None
366,127,Mace Greens,Tina,Duncan,3,Daughter,NA,Female,Child,None,NA
367,128,Mace Greens,Abbie,Dixon,70,Head,Widowed,Female,Retired Soil scientist,None,Methodist
368,129,Mace Greens,Paula,Parkinson,56,Head,Single,Female,Unemployed,None,Christian
369,129,Mace Greens,Richard,Lewis,25,Son,Single,m,Unemployed,None,None
370,130,Mace Greens,Andrew,Ali,41,Head,Married,Male,Armed forces operational officer,None,None
371,130,Mace Greens,Naomi,Ali,38,Wife,Married,Female,Retail banker,None,None
372,130,Mace Greens,Colin,Ali,23,Son,Single,Male,Unemployed,None,None
373,131,Mace Greens,Rosie,Williams,24,Head,Single,Female,Sports development officer,None,Catholic
374,132,Mace Greens,Clare,Gallagher,53,Head,Single,Female,Warehouse manager,None,None
375,133,Mace Greens,Christian,Nelson,54,Head,Single,Male,Community education officer,None,Methodist
376,133,Mace Greens,Ellie,Nelson,13,Daughter,NA,Female,Student,None,NA
377,134,Mace Greens,NA,Ward,57,Head,Single,Male,Fitness centre manager,None,None
378,135,Mace Greens,Holly,Parkes,25,Head,Widowed,Female,Television camera operator,None,None
379,135,Mace Greens,Ashleigh,Price,3,Daughter,NA,Female,Child,None,NA
380,135,Mace Greens,Georgia,King,21,Lodger,Single,Female,University Student,None,Catholic
381,136,Mace Greens,Lindsey,Smith,61,Head,Married,Female,Commercial horticulturist,None,Christian
382,136,Mace Greens,Philip,Smith,61,Husband,Married,Male,"Designer, multimedia",None,None
383,136,Mace Greens,Rosie,Smith,38,Daughter,Single,Female,"Education officer, community",None,None
384,136,Mace Greens,Kate,Smith,34,Daughter,Single,Female,"Surveyor, quantity",None,None
385,137,Mace Greens,Gordon,Whitehead,36,Head,Married,Male,Race relations officer,None,Catholic
386,137,Mace Greens,Alice,Whitehead,35,Wife,Married,Female,Private music teacher,None,Catholic
387,137,Mace Greens,Hugh,Whitehead,11,Son,NA,Male,Student,None,NA
388,138,Mace Greens,Glenn,Preston,52,Head,Single,Male,Aid worker,None,Christian
389,139,Mace Greens,Thomas,Connolly,18,Head,Single,Male,University Student,None,None
390,139,Mace Greens,Patrick,Chan,21,None,Single,Male,University Student,None,None
391,140,Mace Greens,Elliott,Dixon,27,Head,Single,Male,Futures trader,None,Catholic
392,140,Mace Greens,Olivia,Whittaker,23,Partner,Single,Female,Unemployed,None,Catholic
393,141,Mace Greens,Raymond,NA,53,Head,Single,Male,Conference centre manager,None,Catholic
394,142,Mace Greens,Jacqueline,Gordon,32,Head,Single,Female,PhD Student,None,Catholic
395,142,Mace Greens,Kate,Singh,20,None,Single,Female,University Student,None,Catholic
396,143,Mace Greens,Hugh,Wilkinson,64,Head,Single,Male,Freight forwarder,None,Muslim
397,144,Mace Greens,Alice,Mistry,71,Head,Widowed,Female,Retired Health and safety inspector,None,Christian
398,145,Mace Greens,Sandra,Sheppard,35,Head,Single,Female,Editorial assistant,NA,Christian
399,146,Mace Greens,Gordon,Barry,31,Head,Single,Male,Unemployed,None,Catholic
400,146,Mace Greens,Victor,Barry,5,Son,NA,Male,Student,None,NA
401,146,Mace Greens,Terence,Barry,5,Son,NA,Male,Student,None,NA
402,147,Mace Greens,Christian,Thompson,66,Head,Married,m,Unemployed,None,None
403,147,Mace Greens,Jasmine,Thompson,67,Wife,Married,Female,Chief Operating Officer,None,None
404,148,Mace Greens,Josephine,Nelson,40,Head,Married,Female,Air cabin crew,None,Methodist
405,148,Mace Greens,Glen,Nelson,44,Husband,Married,Male,Chief Financial Officer,None,None
406,148,Mace Greens,Phillip,Nelson,9,Son,NA,Male,Student,None,NA
407,149,Mace Greens,Valerie,Poole,82,Head,Widowed,Female,Retired Politician's assistant,None,Muslim
408,150,Mace Greens,Christian,Smith,49,Head,Single,Male,Unemployed,None,Christian
409,150,Mace Greens,Glen,Smith,24,Son,Single,Male,Immunologist,None,Christian
410,150,Mace Greens,David,Smith,20,Son,Single,Male,University Student,None,Christian
411,151,Mace Greens,Callum,Boyle,43,Head,Single,Male,Museum education officer,None,None
412,152,Mace Greens,Barbara,Humphreys,56,Head,Single,Female,Unemployed,None,Catholic
413,152,Mace Greens,Andrea,Humphreys,17,Daughter,NA,Female,Student,None,NA
414,152,Mace Greens,Christine,Humphreys,13,Daughter,NA,Female,Student,None,NA
415,152,Mace Greens,Ellie,Humphreys,11,Daughter,NA,Female,Student,None,NA
416,153,Mace Greens,Sam,Quinn,50,Head,Single,Male,Unemployed,None,Christian
417,153,Mace Greens,Danielle,Robson,42,Partner,Single,Female,Occupational therapist,None,None
418,154,Mace Greens,Francis,Cox,40,Head,Divorced,Male,Veterinary surgeon,None,Catholic
419,155,Mace Greens,Janice,Kent,69,Head,Divorced,Female,Retired Furniture designer,None,Christian
420,156,Mace Greens,Mohammad,Perry,20,Head,Single,Male,University Student,None,Muslim
421,157,Mace Greens,Mitchell,Ali,69,Head,Married,Male,Retired Financial risk analyst,None,Christian
422,157,Mace Greens,Joan,Ali,67,Wife,Married,Female,"Engineer, communications",None,Christian
423,158,Mace Greens,Joel,Carter,72,Head,Divorced,Male,"Retired Teacher, adult education",None,Christian
424,1,NA,Ronald,Roberts,61,Head,Divorced,Male,"Research officer, trade union",None,Christian
425,2,Lunar Shoal,Carol,Kirk,38,Head,Single,Female,Records manager,None,Catholic
426,3,Lunar Shoal,Frances,Russell,35,Head,Single,Female,Personal assistant,None,Catholic
427,4,Lunar Shoal,Mandy,Marsden,36,Head,Single,Female,Press photographer,None,None
428,1,Lunar Unions,Olivia,Barker,34,Head,Single,Female,Electronics engineer,None,Catholic
429,1,Lunar Unions,Eric,Powell,38,Partner,Single,Male,Health and safety adviser,None,None
430,2,Lunar Unions,Hazel,NA,49,Head,Married,Female,Secretary/administrator,None,Catholic
431,2,Lunar Unions,Ryan,Holt,54,Husband,Married,Male,Youth worker,None,Catholic
432,2,Lunar Unions,Max,Holt,11,Son,NA,Male,Student,None,NA
433,2,Lunar Unions,Michael,Holt,9,Son,NA,Male,Student,None,NA
434,2,Lunar Unions,Dylan,Holt,6,Son,NA,Male,Student,None,NA
435,3,Lunar Unions,Leonard,Thomas,41,Head,Divorced,Male,Unemployed,None,Methodist
436,3,Lunar Unions,Stuart,Thomas,2,Son,NA,Male,Child,None,NA
437,3,Lunar Unions,Kieran,Porter,51,Lodger,Single,Male,"Civil engineer, consulting",None,Christian
438,3,Lunar Unions,Abbie,Kirby,34,Lodger,Divorced,Female,"Sales professional, IT",None,None
439,3,Lunar Unions,Barbara,Clements,18,Lodger,Single,Female,Student,None,NA
440,4,Lunar Unions,Dawn,Begum,88,Head,Divorced,Female,Retired Manufacturing systems engineer,None,Christian
441,5,Lunar Unions,Dawn,Roberts,67,Head,Married,Female,Adult nurse,None,Christian
442,5,Lunar Unions,Joel,Roberts,70,Husband,Married,Male,"Retired Designer, multimedia",None,Christian
443,6,Lunar Unions,Howard,Metcalfe,71,Head,Married,Male,Retired Insurance broker,None,None
444,6,Lunar Unions,Maureen,Metcalfe,70,Wife,Married,Female,"Retired Editor, magazine features",None,None
445,7,Lunar Unions,Terence,Kemp,66,Head,Widowed,Male,Ship broker,None,Christian
446,8,Lunar Unions,Rosie,Kelly,67,Head,Married,Female,Clothing/textile technologist,None,Christian
447,8,Lunar Unions,Shane,Williams,70,Husband,Married,Male,"Retired Engineer, electronics",None,None
448,9,Lunar Unions,Gail,Carter,65,Head,Widowed,Female,"Therapist, sports",None,Christian
449,10,Lunar Unions,NA,Singh,55,Head,Married,Female,Television production assistant,None,None
450,10,Lunar Unions,Edward,Singh,55,Husband,Married,Male,Theatre director,None,None
451,10,Lunar Unions,Bradley,Singh,30,Son,Single,Male,Television/film/video producer,None,None
452,11,Lunar Unions,Rita,Joyce,55,Head,Single,Female,Television floor manager,None,Christian
453,11,Lunar Unions,Patrick,Hooper-Joyce,12,Grandson,NA,Male,Student,None,NA
454,12,Lunar Unions,Diane,Newman,30,Head,Married,Female,Unemployed,None,None
455,12,Lunar Unions,Harry,Newman,29,Husband,Married,Male,Education administrator,None,None
456,12,Lunar Unions,Glen,Newman,1,Son,NA,Male,Child,None,NA
457,12,Lunar Unions,Roy,Newman,0,Son,NA,Male,Child,None,NA
458,13,Lunar Unions,Sharon,Rahman,40,Head,Single,Female,Unemployed,None,None
459,13,Lunar Unions,Gordon,Rahman,5,Son,NA,Male,Student,None,NA
460,14,Lunar Unions,Diane,Taylor,67,Head,Widowed,Female,Photographer,None,Christian
461,14,Lunar Unions,Amber,Taylor,38,Daughter,Single,Female,Film/video editor,None,None
462,14,Lunar Unions,Declan,Taylor,36,Son,Divorced,Male,"Engineer, chemical",None,None
463,14,Lunar Unions,Christopher,Taylor,32,Son,Divorced,Male,Psychotherapist,None,Christian
464,14,Lunar Unions,Darren,Taylor,31,Son,Single,Male,"Surveyor, commercial/residential",None,Christian
465,15,Lunar Unions,Angela,Connor,68,Head,Married,Female,Retired Heritage manager,None,Christian
466,15,Lunar Unions,Joel,Connor,70,Husband,Married,Male,"Retired Designer, graphic",None,Christian
467,16,Lunar Unions,Sian,Fletcher,40,Head,Married,Female,Hydrographic surveyor,None,Catholic
468,16,Lunar Unions,Kayleigh,Fletcher,40,Wife,Married,Female,"Lecturer, further education",None,Catholic
469,17,Lunar Unions,Callum,Farrell,26,Head,Married,Male,Retail banker,None,Christian
470,17,Lunar Unions,Aimee,Farrell,21,Wife,Married,Female,University Student,None,None
471,1,Martin Squares,Bernard,Jarvis,78,Head,Married,Male,Retired Tree surgeon,None,None
472,1,Martin Squares,Linda,Jarvis,81,Wife,Married,Female,"Retired Engineer, mining",None,None
473,2,Martin Squares,Mark,Sullivan,24,Head,Single,Male,Biomedical scientist,None,Christian
474,3,Martin Squares,Denise,Finch,73,Head,Widowed,Female,Retired Politician's assistant,None,Christian
475,4,Martin Squares,Mandy,Evans,42,Head,Single,Female,Geophysicist/field seismologist,None,None
476,4,Martin Squares,Victor,Byrne,48,Partner,Single,Male,Patent attorney,None,None
477,4,Martin Squares,Jade,Evans,13,Daughter,NA,Female,Student,None,NA
478,5,Martin Squares,Donna,Cox,42,Head,Single,Female,"Scientist, water quality",None,None
479,6,Martin Squares,Emma,Leonard,58,Head,Married,Female,Photographer,None,Christian
480,6,Martin Squares,Frank,Leonard,60,Husband,Married,Male,"Development worker, community",None,Christian
481,6,Martin Squares,Maria,Simmons-Leonard,27,Daughter,Divorced,Female,Commercial/residential surveyor,None,Christian
482,6,Martin Squares,Leigh,Simmons-Leonard,26,Son,Single,Male,Archivist,None,Christian
483,6,Martin Squares,Carly,Simmons-Leonard,23,Daughter,Divorced,Female,Sales promotion account executive,None,Christian
484,7,Martin Squares,Clive,Lane,47,Head,Single,Male,Unemployed,None,Christian
485,7,Martin Squares,Anna,Dodd,40,Partner,Single,Female,Fitness centre manager,None,None
486,8,Martin Squares,Linda,Khan,44,Head,Divorced,Female,Unemployed,None,Methodist
487,8,Martin Squares,Jane,Khan,21,Daughter,Single,Female,University Student,None,Methodist
488,9,Martin Squares,Tracy,Lawrence,72,Head,Married,Female,Retired Architect,None,None
489,9,Martin Squares,Declan,Lawrence,74,Husband,Married,Male,"Retired Conservation officer, nature",None,None
490,10,Martin Squares,Barry,Cooke,55,Head,Married,Male,Race relations officer,None,Christian
491,10,Martin Squares,Alexandra,Cooke,53,Wife,Married,Female,Archaeologist,None,Christian
492,11,Martin Squares,Mary,NA,81,Head,Married,Female,Retired Personnel officer,None,None
493,11,Martin Squares,Timothy,Brown,84,Husband,Married,Male,Retired Building surveyor,None,None
494,12,Martin Squares,Tom,Gray,42,Head,Single,Male,"Administrator, sports",None,Catholic
495,13,Martin Squares,Stephen,Flynn,67,Head,Widowed,Male,"Teacher, music",None,Catholic
496,14,Martin Squares,Billy,Gough,25,Head,Single,Male,Primary school teacher,None,Methodist
497,15,Martin Squares,Patrick,Brown,82,Head,Married,Male,Retired Bonds trader,None,Christian
498,15,Martin Squares,Tracy,Brown,76,Wife,Married,Female,Retired Historic buildings inspector/conservation officer,None,Christian
499,16,Martin Squares,Clifford,Hardy,85,Head,Married,Male,Retired Investment analyst,None,None
500,16,Martin Squares,Pauline,Hardy,83,Wife,Married,Female,"Retired Research officer, political party",None,None
501,17,Martin Squares,Melanie,Patel,46,Head,Single,Female,Unemployed,None,Methodist
502,17,Martin Squares,Jacqueline,Patel,17,Daughter,NA,Female,Student,None,NA
503,17,Martin Squares,Danny,Patel,13,Son,NA,Male,Student,None,NA
504,18,Martin Squares,Antony,Howard,32,Head,Single,Male,"Engineer, drilling",None,Catholic
505,18,Martin Squares,Tom,Clarke,10,Step-Son,NA,Male,Student,None,NA
506,18,Martin Squares,Howard,Matthews,10,Step-Son,NA,Male,Student,None,NA
507,18,Martin Squares,Maureen,Matthews,8,Step-Daughter,NA,Female,Student,None,NA
508,18,Martin Squares,Georgia,Matthews,8,Step-Daughter,NA,Female,Student,None,NA
509,19,Martin Squares,Anna,Roberts,35,Head,Married,Female,Arboriculturist,None,Methodist
510,19,Martin Squares,Stephen,Roberts,38,Husband,Married,Male,Landscape architect,None,Methodist
511,19,Martin Squares,Albert,Roberts,11,Son,NA,Male,Student,None,NA
512,19,Martin Squares,Gail,Roberts,10,Daughter,NA,Female,Student,None,NA
513,20,Martin Squares,Natasha,Brooks,47,Head,Married,Female,Homeopath,None,None
514,20,Martin Squares,Stewart,Brooks,54,Husband,Married,Male,"Production designer, theatre/television/film",None,None
515,20,Martin Squares,Stuart,Brooks,19,Son,Single,Male,University Student,None,None
516,20,Martin Squares,Christine,Brooks,19,Daughter,Single,Female,University Student,None,None
517,20,Martin Squares,Roger,Brooks,15,Son,NA,Male,Student,None,NA
